contig,pbi,pbf,len-region,class,disruptive_subcompartment,conserved hypothetical protein_density,TcMUC_density,MASP_density,TS-GV_density,RHS_density,DGF-1_density,TS-all_density,GP63_density,RHS_density,DGF-1_density,ncRNA_density,transposon_density,Sswitch_density,TS-GII_density,TS-GI_density,TS-GIII_density,TS-GIV_density,TS-GVI_density,TS-GVII_density,TS-GVIII_density,SIRE|RA_density,L1Tc_density,RNase H_density,NARTc|RA_density,VIPER_density,SAP_density
RA_32,1,8101,8101,disruptive,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_32,8102,157201,149100,core,core,1.8108651911468812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_32,157202,162301,5100,disruptive,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_32,162302,187501,25200,core,core,2.380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.3968253968253968,0.0,0.0,0.0,0.39682539682539675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3968253968253968,0.0,0.0,0.0,0.0,0.0
RA_32,187502,241801,54300,disruptive,RHS-DGF1-TSGII,0.9208103130755064,0.0,0.0,0.0,0.3683241252302026,0.0,0.0,0.0,0.3683241252302026,0.0,0.0,1.1049723756906076,0.18416206261510126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3683241252302026,0.3683241252302026,0.3683241252302026,0.0,0.3683241252302026,0.0
RA_32,241802,261901,20100,core,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_32,261902,339001,77100,disruptive,Other,0.648508430609598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_32,339002,396001,57000,core,core,1.7543859649122806,0.0,0.0,0.0,0.0,0.0,0.17543859649122806,0.0,0.0,0.0,0.0,0.17543859649122817,0.17543859649122773,0.0,0.0,0.0,0.0,0.0,0.17543859649122806,0.0,0.17543859649122806,0.0,0.0,0.0,0.0,0.0
RA_32,396002,413177,17176,disruptive,RHS-DGF1-TSGII,0.0,0.0,0.0,0.0,0.0,0.5822077317186772,0.0,0.0,0.0,0.5822077317186772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_33,1,15001,15001,disruptive,TcMUC-MASP-TSGV,0.6666222251849876,0.0,0.6666222251849876,0.6666222251849876,0.0,0.0,1.3332444503699752,0.6666222251849876,0.0,0.0,0.0,0.0,0.0,0.6666222251849876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_33,15002,37501,22500,core,core,1.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444445,0.0,0.0,0.0,0.0,0.0
RA_33,37502,208501,171000,disruptive,TcMUC-MASP-TSGV,0.46783625730994155,0.7017543859649122,1.4619883040935673,0.058479532163742694,0.058479532163742694,0.0,0.17543859649122806,0.46783625730994155,0.058479532163742694,0.0,0.0,0.0584795321637428,0.5847953216374275,0.11695906432748539,0.0,0.0,0.0,0.0,0.0,0.0,0.058479532163742694,0.0,0.0,0.0,0.0,0.0
RA_33,208502,224401,15900,core,core,0.6289308176100629,0.0,0.6289308176100629,0.0,0.0,0.0,0.6289308176100629,0.0,0.0,0.0,0.0,0.0,0.6289308176100619,0.6289308176100629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_33,224402,234301,9900,disruptive,TcMUC-MASP-TSGV,0.0,0.0,2.0202020202020203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_33,234302,242401,8100,core,core,0.0,0.0,1.2345679012345678,1.2345679012345678,0.0,0.0,1.2345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_33,242402,398234,155833,disruptive,TcMUC-MASP-TSGV,0.7700551231125629,1.0267401641500837,1.090911424409464,0.12834252051876047,0.0,0.0,0.12834252051876047,0.7700551231125629,0.0,0.0,0.0,0.513370082075042,0.44919882181566173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3208563012969011,0.12834252051876047,0.06417126025938023,0.06417126025938023,0.0,0.06417126025938023
RA_34,1,72301,72301,core,core,1.5214174077813587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4149320203040068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2766213468693379,0.0,0.0,0.0,0.13831067343466896,0.0
RA_34,72302,104101,31800,disruptive,RHS-DGF1-TSGII,1.572327044025157,0.0,0.0,0.0,0.0,0.0,0.6289308176100629,0.0,0.0,0.0,0.0,0.0,0.0,0.31446540880503143,0.0,0.0,0.31446540880503143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_34,104102,318901,214800,core,core,1.1638733705772812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13966480446927365,0.04655493482309225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09310986964618251,0.0,0.0,0.0,0.046554934823091254,0.0
RA_34,318902,334801,15900,disruptive,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_34,334802,354901,20100,core,core,1.990049751243781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.487562189054726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.990049751243781,0.0,0.0,0.0,0.49751243781094523,0.0
RA_34,354902,359701,4800,disruptive,Other-TS,0.0,0.0,0.0,0.0,0.0,0.0,2.0833333333333335,0.0,0.0,0.0,0.0,2.0833333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0833333333333335,2.0833333333333335,0.0,0.0,0.0,0.0,0.0
RA_34,359702,384068,24367,core,core,1.641564410883572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2311733081626794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.820782205441786,0.0,0.0,0.0,0.410391102720893,0.0
RA_35,1,1501,1501,disruptive,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_35,1502,43201,41700,core,core,2.3980815347721824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2398081534772185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_35,43202,79201,36000,disruptive,Other,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_35,79202,115501,36300,core,core,2.479338842975207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_35,115502,191101,75600,disruptive,Other,1.1904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132275132275133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_35,191102,239701,48600,core,core,1.646090534979424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.823045267489712,0.2057613168724277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.411522633744856,0.205761316872428,0.205761316872428,0.0,0.205761316872428,0.0
RA_35,239702,315001,75300,disruptive,RHS-DGF1-TSGII,1.0624169986719787,0.0,0.0,0.0,0.39840637450199207,0.13280212483399734,0.39840637450199207,0.0,0.39840637450199207,0.13280212483399734,0.0,0.13280212483399723,0.0,0.39840637450199207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13280212483399734,0.0,0.0
RA_35,315002,335701,20700,core,core,0.4830917874396135,0.0,0.0,0.0,0.966183574879227,0.0,0.0,0.0,0.966183574879227,0.0,0.0,1.4492753623188408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.966183574879227,0.0,0.0,0.4830917874396135,0.0,0.0
RA_35,335702,357301,21600,disruptive,RHS-DGF1-TSGII,0.0,0.0,0.0,0.0,0.46296296296296297,0.0,0.9259259259259259,0.0,0.46296296296296297,0.0,0.0,0.462962962962963,0.0,0.46296296296296297,0.0,0.0,0.46296296296296297,0.0,0.0,0.0,0.46296296296296297,0.0,0.0,0.0,0.0,0.0
RA_35,357302,383450,26149,core,core,0.3824238020574401,0.0,0.0,0.0,1.1472714061723202,0.0,0.3824238020574401,0.0,1.1472714061723202,0.0,0.0,1.5296952082297604,0.0,0.3824238020574401,0.0,0.0,0.0,0.0,0.0,0.0,1.1472714061723202,0.0,0.0,0.3824238020574401,0.0,0.0
RA_36,1,25501,25501,core,core,0.3921414846476609,0.0,0.0,0.0,1.1764244539429827,0.0,0.0,0.0,1.1764244539429827,0.0,0.0,1.1764244539429827,0.3921414846476612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1764244539429827,0.0,0.0,0.0,0.0,0.0
RA_36,25502,33601,8100,disruptive,RHS-DGF1-TSGII,0.0,0.0,0.0,0.0,0.0,0.0,1.2345679012345678,0.0,0.0,0.0,0.0,1.234567901234568,1.234567901234568,1.2345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,1.2345679012345678,0.0,1.2345679012345678,0.0,0.0,0.0
RA_36,33602,233401,199800,core,core,1.951951951951952,0.0,0.0,0.0,0.10010010010010009,0.0,0.0,0.0,0.10010010010010009,0.0,0.10010010010010006,0.10010010010010006,0.1501501501501501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050050050050050046,0.0,0.0,0.0,0.050050050050050046,0.0
RA_36,233402,340801,107400,disruptive,TcMUC-MASP-TSGV,0.18621973929236502,0.18621973929236502,1.303538175046555,0.8379888268156425,0.0,0.0,0.931098696461825,0.8379888268156425,0.0,0.0,0.0,0.09310986964618251,0.0,0.0,0.0,0.0,0.0,0.09310986964618251,0.0,0.0,0.09310986964618251,0.0,0.0,0.0,0.0,0.0
RA_36,340802,347401,6600,core,core,3.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_36,347402,379290,31889,disruptive,Other,0.6271755150678917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.390228605475244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_37,1,18901,18901,core,core,1.5872176075339928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_37,18902,44701,25800,disruptive,Other,1.550387596899225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_37,44702,76801,32100,core,core,1.8691588785046729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_37,76802,123001,46200,disruptive,Other,0.21645021645021645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21645021645021645,0.216450216450216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21645021645021645,0.0,0.0,0.0,0.0,0.0
RA_37,123002,199501,76500,core,core,2.091503267973856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261437908496732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261437908496732,0.0,0.0,0.0,0.0,0.0
RA_37,199502,206101,6600,disruptive,Other,3.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5151515151515151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5151515151515151,0.0,0.0,0.0,0.0,0.0
RA_37,206102,261001,54900,core,core,1.4571948998178506,0.0,0.0,0.0,0.18214936247723132,0.0,0.0,0.0,0.18214936247723132,0.0,0.0,0.3642987249544627,0.36429872495446247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36429872495446264,0.0,0.0,0.0,0.0,0.0
RA_37,261002,355501,94500,disruptive,RHS-DGF1-TSGII,0.6349206349206349,0.0,0.0,0.0,0.10582010582010581,0.21164021164021163,0.31746031746031744,0.0,0.10582010582010581,0.21164021164021163,0.21164021164021163,0.9523809523809526,0.7407407407407405,0.10582010582010581,0.0,0.0,0.0,0.0,0.10582010582010581,0.0,0.5291005291005291,0.10582010582010581,0.0,0.10582010582010581,0.21164021164021163,0.0
RA_37,355502,357115,1614,core,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_38,1,1501,1501,disruptive,RHS-DGF1-TSGII,0.0,0.0,0.0,0.0,6.662225183211192,0.0,0.0,0.0,6.662225183211192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_38,1502,36001,34500,core,core,1.7391304347826089,0.0,0.0,0.0,0.2898550724637681,0.0,0.2898550724637681,0.0,0.2898550724637681,0.0,0.0,0.0,0.0,0.2898550724637681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_38,36002,45301,9300,disruptive,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.075268817204301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.075268817204301,0.0,0.0,0.0,0.0,0.0
RA_38,45302,62101,16800,core,core,1.7857142857142858,0.0,0.0,0.0,0.5952380952380952,0.0,0.0,0.0,0.5952380952380952,0.0,0.0,0.5952380952380953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5952380952380952,0.0,0.0,0.0,0.0,0.0
RA_38,62102,114601,52500,disruptive,RHS-DGF1-TSGII,0.9523809523809524,0.0,0.0,0.0,0.7619047619047619,0.19047619047619047,0.19047619047619047,0.0,0.7619047619047619,0.19047619047619047,0.19047619047619047,0.0,0.3809523809523814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_38,114602,138301,23700,core,core,2.109704641350211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42194092827004326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42194092827004215,0.0,0.0,0.0
RA_38,138302,192601,54300,disruptive,TcMUC-MASP-TSGV,0.3683241252302026,1.4732965009208103,1.289134438305709,0.0,0.0,0.0,0.0,0.5524861878453039,0.0,0.0,0.0,0.5524861878453038,0.18416206261510126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3683241252302026,0.0,0.0,0.1841620626151013,0.0,0.0
RA_38,192602,206701,14100,core,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_38,206702,240901,34200,disruptive,Other,2.046783625730994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_38,240902,318001,77100,core,core,1.4267185473411153,0.0,0.0,0.0,0.0,0.0,0.1297016861219196,0.0,0.0,0.0,0.0,0.0,0.12970168612191912,0.1297016861219196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_38,318002,335101,17100,disruptive,Other,1.169590643274854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_38,335102,352772,17671,core,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_39,1,44101,44101,disruptive,TcMUC-MASP-TSGV,0.45350445568127706,0.9070089113625541,0.9070089113625541,0.0,0.22675222784063853,0.0,0.0,0.22675222784063853,0.22675222784063853,0.0,0.0,0.45350445568127706,0.6802566835219146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22675222784063853,0.22675222784063853,0.0,0.0,0.0,0.0
RA_39,44102,57901,13800,core,core,1.4492753623188406,0.0,0.0,0.7246376811594203,0.0,0.0,0.7246376811594203,0.0,0.0,0.0,0.0,0.7246376811594204,1.44927536231884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7246376811594203,0.0,0.0,0.0,0.0,0.0
RA_39,57902,345614,287713,disruptive,TcMUC-MASP-TSGV,0.521352875956248,0.41708230076499847,0.695137167941664,0.173784291985416,0.0347568583970832,0.0347568583970832,0.31281172557374887,0.173784291985416,0.0347568583970832,0.0347568583970832,0.0347568583970832,0.4865960175591648,0.48659601755916526,0.0695137167941664,0.0,0.0,0.0,0.0347568583970832,0.0,0.0,0.2780548671766656,0.20854115038249924,0.10427057519124962,0.0,0.0,0.10427057519124962
RA_40,1,153901,153901,core,core,1.4294903866771496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0396293721288359,0.3248841787902612,0.38986101454831257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.259907343032209,0.0,0.0,0.06497683575805226,0.0,0.0
RA_40,153902,182401,28500,disruptive,RHS-DGF1-TSGII,1.4035087719298245,0.0,0.0,0.0,0.3508771929824561,0.3508771929824561,0.0,0.0,0.3508771929824561,0.3508771929824561,0.7017543859649122,1.7543859649122808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4035087719298245,0.0,0.0,0.0,0.3508771929824561,0.0
RA_40,182402,254401,72000,core,core,1.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13888888888888884,0.13888888888888928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1388888888888889,0.0,0.0,0.0,0.0,0.0
RA_40,254402,274201,19800,disruptive,RHS-DGF1-TSGII,2.525252525252525,0.0,0.0,0.0,0.0,0.5050505050505051,0.0,0.0,0.0,0.5050505050505051,0.5050505050505052,0.5050505050505052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5050505050505051,0.0,0.0,0.0,0.0,0.0
RA_40,274202,339301,65100,core,core,1.5360983102918586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_40,339302,341007,1706,disruptive,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_41,1,37501,37501,core,core,1.866616890216261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_41,37502,96001,58500,disruptive,GP63,0.17094017094017094,0.0,0.6837606837606838,0.0,0.0,0.0,0.0,1.0256410256410255,0.0,0.0,0.0,1.0256410256410255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6837606837606838,0.3418803418803419,0.3418803418803419,0.0,0.0,0.0
RA_41,96002,159601,63600,core,core,2.672955974842767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1572327044025157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15723270440251572,0.0,0.0,0.0,0.0,0.0
RA_41,159602,330001,170400,disruptive,TcMUC-MASP-TSGV,0.6455399061032864,0.7042253521126761,0.5281690140845071,0.2347417840375587,0.0,0.0,0.2934272300469484,0.11737089201877934,0.0,0.0,0.23474178403755874,0.7629107981220657,0.762910798122066,0.0,0.0,0.0,0.0,0.05868544600938967,0.0,0.0,0.35211267605633806,0.2934272300469484,0.2347417840375587,0.0,0.11737089201877934,0.0
RA_41,330002,337026,7025,core,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_42,1,47401,47401,disruptive,RHS-DGF1-TSGII,0.21096601337524523,0.0,0.21096601337524523,0.0,0.6328980401257357,0.21096601337524523,0.21096601337524523,0.0,0.6328980401257357,0.21096601337524523,0.0,0.6328980401257356,0.0,0.21096601337524523,0.0,0.0,0.0,0.0,0.0,0.0,0.6328980401257357,0.0,0.0,0.0,0.0,0.0
RA_42,47402,171301,123900,core,core,1.3720742534301857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_42,171302,181201,9900,disruptive,Other,1.0101010101010102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_42,181202,211201,30000,core,core,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_42,211202,264901,53700,disruptive,Other,1.86219739292365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18621973929236502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18621973929236502,0.0,0.0,0.0,0.0,0.0
RA_42,264902,267301,2400,core,core,4.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_42,267302,287101,19800,disruptive,Other,3.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_42,287102,329144,42043,core,core,1.9028137858858787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7135551697072045,0.23785172323573534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47570344647146967,0.0,0.0,0.0,0.23785172323573484,0.0
RA_43,1,32401,32401,core,core,1.8517946976945154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30863244961575265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3086324496157526,0.0,0.0,0.0,0.0,0.0
RA_43,32402,51301,18900,disruptive,Other,0.5291005291005291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.587301587301587,0.5291005291005284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0582010582010581,0.5291005291005291,0.5291005291005291,0.0,0.0,0.0
RA_43,51302,76501,25200,core,core,1.5873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.587301587301587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5873015873015872,0.0,0.0,0.0,0.0,0.0
RA_43,76502,165301,88800,disruptive,Other,1.3513513513513513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_43,165302,255001,89700,core,core,1.8952062430323298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2229654403567447,0.0,0.0,0.0,0.0,0.0
RA_43,255002,317101,62100,disruptive,GP63,0.966183574879227,0.0,0.0,0.0,0.0,0.0,0.0,1.288244766505636,0.0,0.0,3.703703703703704,0.0,2.4154589371980677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_43,317102,322769,5668,core,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_44,1,16201,16201,core,core,1.851737547064996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6172458490216655,0.6172458490216655,1.2344916980433318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6172458490216653,0.0,0.0,0.0,0.0,0.0
RA_44,16202,22501,6300,disruptive,Other,1.5873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA_44,22502,77701,55200,core,core,2.3550724637681157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2681159420289854,0.18115942028985543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2681159420289856,0.0,0.0,0.0,0.0,0.0
RA_44,77702,101101,23400,disruptive,Other,1.2820512820512822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4273504273504274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42735042735042733,0.0,0.0,0.0,0.0,0.0
RA_44,101102,111901,10800,core,core,0.9259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
